1,1,128,100,0.000917042
2,1,128,100,0.00108962
4,1,128,100,0.00114748
8,1,128,100,0.00123962
16,1,128,100,0.00128966
32,1,128,100,0.00143636
64,1,128,100,0.00153534
128,1,128,100,0.0015859
256,1,128,100,0.00170158
512,1,128,100,0.00189176
1,1,128,128,0.000952311
2,1,128,128,0.00104357
4,1,128,128,0.00106138
8,1,128,128,0.00120224
16,1,128,128,0.00132116
32,1,128,128,0.00136427
64,1,128,128,0.00145295
128,1,128,128,0.00157858
256,1,128,128,0.00163343
512,1,128,128,0.00196227
1,1,128,200,0.00143714
2,1,128,200,0.00118486
4,1,128,200,0.00127519
8,1,128,200,0.00148186
16,1,128,200,0.00156759
32,1,128,200,0.00157857
64,1,128,200,0.0016761
128,1,128,200,0.00180134
256,1,128,200,0.00195951
512,1,128,200,0.00262712
1,1,128,256,0.00160439
2,1,128,256,0.00116848
4,1,128,256,0.00125751
8,1,128,256,0.00148454
16,1,128,256,0.0016068
32,1,128,256,0.00162037
64,1,128,256,0.00173884
128,1,128,256,0.00188392
256,1,128,256,0.00209795
512,1,128,256,0.00276768
1,1,128,300,0.00223272
2,1,128,300,0.00128606
4,1,128,300,0.00135358
8,1,128,300,0.00173795
16,1,128,300,0.00178202
32,1,128,300,0.00191061
64,1,128,300,0.00207634
128,1,128,300,0.0022134
256,1,128,300,0.00249038
512,1,128,300,0.00398936
1,1,128,32,0.000745341
2,1,128,32,0.000963031
4,1,128,32,0.000985136
8,1,128,32,0.00109775
16,1,128,32,0.0010625
32,1,128,32,0.00120548
64,1,128,32,0.00122798
128,1,128,32,0.00132299
256,1,128,32,0.00137529
512,1,128,32,0.00159835
1,1,128,400,0.00307921
2,1,128,400,0.00136515
4,1,128,400,0.00145715
8,1,128,400,0.00184274
16,1,128,400,0.00191866
32,1,128,400,0.00202601
64,1,128,400,0.00216087
128,1,128,400,0.00230294
256,1,128,400,0.00274471
512,1,128,400,0.00440057
1,1,128,64,0.000769637
2,1,128,64,0.00103301
4,1,128,64,0.00105383
8,1,128,64,0.00112689
16,1,128,64,0.00113535
32,1,128,64,0.00130502
64,1,128,64,0.00132116
128,1,128,64,0.00135918
256,1,128,64,0.00147455
512,1,128,64,0.00162458
1,1,200,100,0.00135194
2,1,200,100,0.00157589
4,1,200,100,0.00168898
8,1,200,100,0.00188743
16,1,200,100,0.0018615
32,1,200,100,0.00215598
64,1,200,100,0.00223235
128,1,200,100,0.00247097
256,1,200,100,0.00255763
512,1,200,100,0.00292644
1,1,200,128,0.00131024
2,1,200,128,0.00151504
4,1,200,128,0.00161878
8,1,200,128,0.00186638
16,1,200,128,0.00197691
32,1,200,128,0.00211738
64,1,200,128,0.0022259
128,1,200,128,0.00235552
256,1,200,128,0.00249797
512,1,200,128,0.00293468
1,1,200,200,0.00210274
2,1,200,200,0.0017931
4,1,200,200,0.00192047
8,1,200,200,0.00220672
16,1,200,200,0.0023382
32,1,200,200,0.00248934
64,1,200,200,0.00258623
128,1,200,200,0.00275049
256,1,200,200,0.00297752
512,1,200,200,0.00405015
1,1,200,256,0.00266876
2,1,200,256,0.00172829
4,1,200,256,0.00185101
8,1,200,256,0.00226459
16,1,200,256,0.00250152
32,1,200,256,0.00252735
64,1,200,256,0.00266693
128,1,200,256,0.00283298
256,1,200,256,0.0032107
512,1,200,256,0.00423782
1,1,200,300,0.00309818
2,1,200,300,0.00191128
4,1,200,300,0.0021176
8,1,200,300,0.00267301
16,1,200,300,0.00268984
32,1,200,300,0.00289991
64,1,200,300,0.00316457
128,1,200,300,0.00338047
256,1,200,300,0.00387754
512,1,200,300,0.00604691
1,1,200,32,0.00108883
2,1,200,32,0.00143992
4,1,200,32,0.00145005
8,1,200,32,0.00152563
16,1,200,32,0.00159164
32,1,200,32,0.00182735
64,1,200,32,0.00182664
128,1,200,32,0.00187871
256,1,200,32,0.00206745
512,1,200,32,0.00229972
1,1,200,400,0.00466014
2,1,200,400,0.00201101
4,1,200,400,0.00223455
8,1,200,400,0.00286636
16,1,200,400,0.00296368
32,1,200,400,0.00316342
64,1,200,400,0.00322681
128,1,200,400,0.0034903
256,1,200,400,0.00413806
512,1,200,400,0.00674729
1,1,200,64,0.00108001
2,1,200,64,0.00146431
4,1,200,64,0.00155873
8,1,200,64,0.00167686
16,1,200,64,0.00164349
32,1,200,64,0.00194597
64,1,200,64,0.0020877
128,1,200,64,0.00214398
256,1,200,64,0.00229336
512,1,200,64,0.00253878
1,1,256,100,0.00164252
2,1,256,100,0.00198095
4,1,256,100,0.00201777
8,1,256,100,0.00233682
16,1,256,100,0.00236834
32,1,256,100,0.00268449
64,1,256,100,0.00295784
128,1,256,100,0.00302597
256,1,256,100,0.00328258
512,1,256,100,0.00363755
1,1,256,128,0.00171698
2,1,256,128,0.0019365
4,1,256,128,0.00214009
8,1,256,128,0.00232868
16,1,256,128,0.00251445
32,1,256,128,0.00263757
64,1,256,128,0.00287692
128,1,256,128,0.00293831
256,1,256,128,0.00318523
512,1,256,128,0.00378213
1,1,256,200,0.00262456
2,1,256,200,0.00227352
4,1,256,200,0.00235897
8,1,256,200,0.00281196
16,1,256,200,0.00295343
32,1,256,200,0.00309031
64,1,256,200,0.00332842
128,1,256,200,0.00347717
256,1,256,200,0.00390979
512,1,256,200,0.00520121
1,1,256,256,0.00331787
2,1,256,256,0.00211677
4,1,256,256,0.00231677
8,1,256,256,0.00287509
16,1,256,256,0.00305147
32,1,256,256,0.00320453
64,1,256,256,0.00334464
128,1,256,256,0.00358192
256,1,256,256,0.00408654
512,1,256,256,0.00545135
1,1,256,300,0.0043247
2,1,256,300,0.00242599
4,1,256,300,0.00256255
8,1,256,300,0.00319343
16,1,256,300,0.00346367
32,1,256,300,0.00373919
64,1,256,300,0.00400463
128,1,256,300,0.00434803
256,1,256,300,0.00484792
512,1,256,300,0.00775464
1,1,256,32,0.0013332
2,1,256,32,0.00174543
4,1,256,32,0.00184829
8,1,256,32,0.00203189
16,1,256,32,0.00198671
32,1,256,32,0.00234459
64,1,256,32,0.00234168
128,1,256,32,0.00243037
256,1,256,32,0.00267722
512,1,256,32,0.00283366
1,1,256,400,0.00620473
2,1,256,400,0.00252967
4,1,256,400,0.00278184
8,1,256,400,0.00360778
16,1,256,400,0.00372331
32,1,256,400,0.00389651
64,1,256,400,0.00411152
128,1,256,400,0.00453095
256,1,256,400,0.00536025
512,1,256,400,0.00866402
1,1,256,64,0.00139492
2,1,256,64,0.00176053
4,1,256,64,0.00188715
8,1,256,64,0.00212193
16,1,256,64,0.00210364
32,1,256,64,0.00244845
64,1,256,64,0.0024644
128,1,256,64,0.00262068
256,1,256,64,0.00279393
512,1,256,64,0.0031711
1,1,32,100,0.000356981
2,1,32,100,0.000392401
4,1,32,100,0.000374293
8,1,32,100,0.000431796
16,1,32,100,0.000399914
32,1,32,100,0.000440675
64,1,32,100,0.000488583
128,1,32,100,0.000501914
256,1,32,100,0.000531075
512,1,32,100,0.00057564
1,1,32,128,0.000297438
2,1,32,128,0.000385089
4,1,32,128,0.000391811
8,1,32,128,0.000417127
16,1,32,128,0.000406715
32,1,32,128,0.000452466
64,1,32,128,0.000428385
128,1,32,128,0.000501004
256,1,32,128,0.000497951
512,1,32,128,0.00055016
1,1,32,200,0.000469472
2,1,32,200,0.000380967
